category1,category2,category3,category4,service,issue,agree,disagree,noidea,expSol
국토및지역개발,지역및도시,한옥건축자산보전진흥,전통문화계승발전(일반),경복궁서측 제1종 지구단위계획구역 공공사업,공공 안전,3,1,3,0
국토및지역개발,지역및도시,한옥건축자산보전진흥,전통문화계승발전(일반),서촌 온라인 아카이브 구축사업,공공 안전,0,1,1,0
국토및지역개발,지역및도시,한옥건축자산보전진흥,전통문화계승발전(일반),서울의 한옥붐-한옥건축문화 대중화를 위한 세부실천방안 추진,공공 안전,0,2,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,지역 공원문화 활성화,공공 안전,0,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,공원내 건강증진 활동 지원,공공 안전,3,1,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,어린이대공원 운영 및 보수,공공 안전,3,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,프로그램형 캠핑장 등 확대조성,공공 안전,3,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,공원돌보미 운영,공공 안전,0,1,3,0
문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충,수송초등학교 복합화(정보화도서관 건립) 지원,공공 안전,1,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,서울의공원 홈페이지 확대개편 및 유지관리,공공 안전,1,4,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,도시자연공원 실효 대비 종합관리방안 연구,공공 안전,0,2,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,공원이용 프로그램 운영,공공 안전,1,1,3,0
문화및관광,체육,시민체육시설 운영 및 관리,운동장이용 활성화 사업,잠실종합운동장 활성화 프로그램 추진,공공 안전,3,2,0,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,무장애 친화공원 조성,공공 안전,2,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,공원이용 고객만족 서비스수준 향상,공공 안전,24,29,23,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,선유도거리예술마켓,공공 안전,0,1,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,공공조경가 그룹 운영,공공 안전,1,1,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,공원 야외무대 활성화,공공 안전,1,3,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,시민참여 프로그램운영,함께 즐기는 공원문화마당 운영,공공 안전,1,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,모래내어린이공원 방범시설 설치(주민참여),공공 안전,1,1,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,계남근린공원 장애인 화장실 설치(주민참여),공공 안전,2,0,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,라일락 향기 가득한 즐거운 등굣길(주민참여),공공 안전,1,5,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,서달산 자락길 외 1개소 공원등 설치(주민참여),공공 안전,3,0,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,국지어린이공원 노후시설 정비(주민참여),공공 안전,0,0,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,은모루어린이공원 노후시설 정비(주민참여),공공 안전,3,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,하늘공원 어린이 놀이기구 설치(주민참여),공공 안전,0,2,2,0
수송및교통,대중교통ㆍ물류등기타,자전거이용활성화 및 교통환경 개선,자전거이용시설 확충 및 관리,자전거 시범기관 지원,공공 안전,1,5,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,공원 비즈니스 모델계획 수립,공공 안전,0,4,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,도시공원 관리의 시민참여방안 연구,공공 안전,2,2,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,어르신과 사회적 약자를 배려한 편안한 길 조성(주민참여),공공 안전,3,2,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,노약자를 위한 노인요양센터 주변 침사지 복개(주민참여),공공 안전,2,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,봉화산 걷고싶은 공원만들기(주민참여),공공 안전,2,0,2,0
문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충,구립 도서관 장애인 편의시설 설치(주민참여),공공 안전,2,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,일자산자연공원 체육시설 정비사업(주민참여),공공 안전,2,2,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,사육신공원 위험시설물 정비사업(주민참여),공공 안전,0,2,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,어린이공원 노후시설 정비(주민참여),공공 안전,3,0,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,"대현산 노후, 불량 계단 및 녹지대 정비(주민참여)",공공 안전,6,0,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,고추말어린이공원 정비 및 시설개선 (주민참여),공공 안전,4,0,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,영일어린이공원 등 운동기구 설치(주민참여),공공 안전,1,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,동자어린이공원 등 화장실 재정비(주민참여),공공 안전,3,0,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,신길근린공원 바닥 정비 (주민참여),공공 안전,4,0,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,인현어린이공원 화장실 시설개선(주민참여),공공 안전,3,0,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,동작대교 하부공간 배드민턴장 등 정비사업(주민참여),공공 안전,1,0,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,노해근린공원 화장실 설치(주민참여),공공 안전,2,1,2,0
문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충,공공도서관 책 소독기 및 장애인 보조기 설치(주민참여),공공 안전,1,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,공원 모래놀이터 소독(주민참여),공공 안전,1,0,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,뱃골어린이공원 재조성 사업(주민참여),공공 안전,0,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,삼각공원 노후 공원시설 정비(주민참여),공공 안전,3,0,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,마포어린이공원 화장실 설치(주민참여),공공 안전,1,2,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,달맞이 공원 노후계단 정비(주민참여),공공 안전,2,0,2,0
문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충,U-도서관 접근성 개선(주민참여),공공 안전,2,2,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,어린이공원 노후시설 및 수림대 수목정비(주민참여),공공 안전,1,0,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,인왕산도시자연공원(청운지구) 화장실 설치(주민참여),공공 안전,2,3,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,북한산 못자리골 습지공원 문화마당 조성(주민참여),공공 안전,0,3,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,오솔길근린공원 화장실 시설 개선(주민참여),공공 안전,0,1,3,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,다산어린이공원 등 노후화장실 시설개선(주민참여),공공 안전,2,1,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,이화어린이공원 노후시설 정비(주민참여),공공 안전,2,0,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,개화산 장애인 화장실 및 전망대 경사로 설치(주민참여),공공 안전,4,2,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,백토공원 등 노후화장실 시설개선(주민참여),공공 안전,2,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,도심공원을 시민헬스장으로 재탄생(주민참여),공공 안전,1,4,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,손기정체육공원 환경개선(주민참여),공공 안전,0,2,1,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,생애주기별 녹색서비스 기준 및 지표수립,공공 안전,21,35,16,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,공원내 화장실 시설개선,공공 안전,2,1,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,중평어린이공원 내 노후화장실 재정비(주민참여),공공 안전,3,1,5,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,관악산 둘레길 방범시설 설치(주민참여),공공 안전,1,0,1,0
